car_id, path, estimated_travel_timie
car_0,LSSSSSSS
car_1,SL
car_10,RLRLSSRLSRLS
car_11,SSSSSSSS
car_12,LRSSSSSSS
car_13,RSSSSSR
car_14,SSSSSSL
car_15,LSSSSSSS
car_16,LRLRLRLRLRLRLRL
car_17,LSSSSSSS
car_18,RSR
car_19,LRLRLRLRLRLRSL
car_2,LSSSSL
car_20,LSL
car_21,SLRL
car_22,LRLRLRLRSSSS
car_23,SLRLRLRLRSSS
car_24,RLRLRLRS
car_25,SSSSSSSS
car_26,RLRLRLSSSRLS
car_27,RSSR
car_28,LSSSS
car_29,RSSLRSS
car_3,LRLRLRLRLRLRL
car_30,RLSRLSR
car_31,LRLRLRLRLRSSS
car_32,SSSRLRLRLRLRL
car_33,SSSSSSL
car_34,RLRLRSLRSSS
car_35,SSSSR
car_36,LSL
car_37,SSRLRLRLRLRLRL
car_38,LRSLRSSSLRS
car_39,LSSSSL
car_4,LRLRLRLRSSL
car_40,LRLRL
car_41,LSL
car_42,RR
car_43,LRLRLRSL
car_44,RLSSSSSSS
car_45,RLRLSSRLSRLS
car_46,RLRLSSRLSRLS
car_47,SSSR
car_48,LRLSRLSRLRLRL
car_49,LSSRLSRLSS
car_5,RLSSSSSSS
car_50,LRLRSLRSSSS
car_51,RLRLRSSSSS
car_52,RS
car_53,LRSSSLRSSS
car_54,LRSSSL
car_55,SRLRLR
car_56,RSSR
car_57,SSRLSSSSS
car_58,RSSS
car_59,RR
car_6,RSSSS
car_60,RSSSS
car_61,LSL
car_62,RSLRLRLRS
car_63,SRLSRLR
car_64,SSSSSSRLRL
car_65,LRLRLRSSSSS
car_66,RLRLRLRLRLRLRLR
car_67,RSSSSSSS
car_68,LSRLSSSSS
car_7,LRLSRL
car_79,RLRLR
car_8,RLRLRLR
car_80,RSSR
car_82,RLSR
car_85,SSSR
car_9,LRLRLRSSSSS
car_100,RLRLSSSSSR
car_101,LRSL
car_102,LRSSSSSSS
car_103,RLSRLSRLSRLS
car_104,RSSSSSSR
car_105,LRLSSSSSS
car_106,LSSSSL
car_107,SSSSSSR
car_108,SSSL
car_109,SSSSSSL
car_110,LSSSSSL
car_111,RLSSSSSR
car_112,SRLSSSSSS
car_113,SRLSRLSSSR
car_114,RSSSR
car_115,RLRLSRLSSSR
car_116,RSSLSR
car_117,LSSL
car_118,RLSRLRLRS
car_119,LSSL
car_120,LRLRLRLRSSSL
car_121,RSSSSR
car_122,RLRLRLRLRLRLSS
car_123,LSSL
car_124,RLSSRLSSSS
car_125,RLRLRSSLRSLR
car_126,LSSSSSL
car_127,LSSSL
car_128,SSSSR
car_129,LSSL
car_130,SSL
car_131,RLSSSSR
car_132,LRLRLRSSSSS
car_133,RLRLR
car_134,LSS
car_135,LL
car_136,SRLSRLSSSS
car_137,LRSSSSSSS
car_138,RSSSR
car_139,RLSRLSRLSSS
car_140,SLRLRL
car_141,RLSSSSSSS
car_142,RLRLSRLSRLSS
car_143,SRLRLRLRLSRLS
car_144,RR
car_145,SL
car_146,LSSL
car_147,LRLRLRLRLRSLRS
car_148,SSSSSR
car_149,RLR
car_150,LRLSRLRSSSSS
car_151,LRSSSSSSL
car_152,RLRLRSSSS
car_153,LSRLSRLRL
car_154,RLRLRS
car_155,RSLRLRS
car_156,SLRLRSLRSSL
car_157,RSSSS
car_158,LSRL
car_159,RLRS
car_160,LL
car_161,LSRLRLRLRSLRL
car_162,SSSSSSSS
car_163,RLSRLRLRLSSS
car_164,LRLSRLRLRLRLRSL
car_165,LRLRLRLRLRSSS
car_166,SSSSSR
car_167,LRLRLRSSSSS
car_168,LRLRLRSLRLRSS
car_169,RLSR
car_170,RSSSSR
car_171,LRSSSLRLRLRL
car_172,LSRLSS
car_173,LSSS
car_174,RSSSSS
car_175,LRLRLRSSSSS
car_176,RLSRLSSSSS
car_177,RSSSSSR
car_178,RSSSSR
car_179,R
car_180,SSSSSR
car_181,SSSSSSSS
car_182,LSSSL
car_183,LSSSL
car_184,RSLRSSSS
car_185,LRLRLSRLS
car_187,SLRLRLRSLS
car_188,RLRLRS
car_189,LRLRSSSSLRS
car_191,SSSRLRLSSR
car_193,LS
car_194,RLRSSSSSS
car_195,SSL
car_196,SSSSSSSR
car_20,LSL
car_36,LSL
car_39,LSSSSL
car_50,SSLRSSLRLRS
car_53,SLRSSSLRSS
car_59,RR
car_64,SSSSSSRLRL
car_67,RSSSSSSS
car_68,LSRLSSSSS
car_69,LRSLRSSSSS
car_70,RR
car_71,RLSSSSSSR
car_72,LSSL
car_73,RLRLRLRLRLRLSR
car_74,RLRLRLRSS
car_75,LSSSS
car_76,RLSRLRLSRLSR
car_77,SSLRLRLRL
car_78,LRLRLRSSL
car_81,SLRSL
car_83,RR
car_84,SR
car_86,LL
car_87,SSSSSSR
car_88,RR
car_89,SRLR
car_90,LRSLRSLRSSS
car_91,LSRLRLRLRL
car_92,RLRLRS
car_93,LRLRSSSSSS
car_94,SLRLRLRSL
car_95,LRSSSSSSS
car_96,LSSL
car_97,RLRLRLSSRLSR
car_98,RR
car_99,SLRSSSSSS
car_106,LSSSSL
car_107,SSSSSSR
car_109,SSSSSSL
car_110,LSSSSSL
car_117,LSSL
car_125,RLRSLRSLRLRS
car_126,LSSSSSL
car_128,SSSSR
car_129,LSSL
car_132,LRLRLRSSSSS
